Customer ID,Marital_Status,Income_in_Thousands,Number_of_Children,Level_of_Education_,Age_Category_,Total_Spend,Number_Transactions,X$T_TwoStep
19655,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
19655,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
19657,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
19657,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
19657,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
19657,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
19659,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
19659,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
19659,Married,205,4,College Graduate,35 - 49,27.885,17.5,Low Value Married No Kids
19659,Married,205,4,College Graduate,35 - 49,27.885,17.5,Low Value Married No Kids
19662,Married,275,4,College Graduate,50 - 64,44.475,18.5,High Income Families
19665,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
19665,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
19665,Married,275,4,College Graduate,50 - 64,39.665,19,High Income Families
19665,Married,275,4,College Graduate,50 - 64,39.665,19,High Income Families
19670,Single,255,6,Some College,20-34,46.225,30,Young Starters
19670,Single,255,6,Some College,20-34,46.225,30,Young Starters
19670,Married,115,3,Some High School,35 - 49,13.26,14.3,Low Value Married No Kids
19670,Married,115,3,Some High School,35 - 49,13.26,14.3,Low Value Married No Kids
19673,Married,170,3,High School Graduate,35 - 49,16.535,15,Average Married No Kids
19677,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
19678,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
19678,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
19678,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
19678,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
19680,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
19682,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
19682,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
19682,Married,55,2,Some High School,19 or below,9.235,10.3,Low Value Married No Kids
19682,Married,55,2,Some High School,19 or below,9.235,10.3,Low Value Married No Kids
19686,Married,180,3,High School Graduate,35 - 49,18.89,17,Average Married No Kids
19690,Married,163,3,High School Graduate,50 - 64,19.84,15.9,Average Married No Kids
19691,Married,168,3,High School Graduate,50 - 64,24.495,16,Average Married No Kids
19691,Married,168,3,High School Graduate,50 - 64,24.495,16,Average Married No Kids
19691,Married,200,3,High School Graduate,35 - 49,22.245,17,Average Married No Kids
19691,Married,200,3,High School Graduate,35 - 49,22.245,17,Average Married No Kids
19700,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
19702,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
19702,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
19702,Single,,4,,,28.34,,
19702,Single,,4,,,28.34,,
19707,Married,253,4,High School Graduate,50 - 64,29.185,17,Average Married No Kids
19708,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
19709,Married,163,3,High School Graduate,50 - 64,19.045,15.9,Average Married No Kids
19717,Married,168,3,High School Graduate,50 - 64,20.23,16,Average Married No Kids
19720,Married,202,3,High School Graduate,,22.505,17,
19720,Married,202,3,High School Graduate,,22.505,17,
19720,Married,450,3,Trade/Technical School,20-34,69.725,19,High Income Families
19720,Married,450,3,Trade/Technical School,20-34,69.725,19,High Income Families
19739,Single,230,4,Some College,20-34,19.46,26,Young Starters
19740,Single,175,4,College Graduate,20-34,21.315,32,Young Starters
19740,Single,175,4,College Graduate,20-34,21.315,32,Young Starters
19740,Single,175,4,College Graduate,20-34,18.575,32,Young Starters
19740,Single,175,4,College Graduate,20-34,18.575,32,Young Starters
19741,Single,120,4,High School Graduate,20-34,16.98,22,Young Starters
19741,Single,120,4,High School Graduate,20-34,16.98,22,Young Starters
19741,Single,230,4,Some College,20-34,26.31,25,Young Starters
19741,Single,230,4,Some College,20-34,26.31,25,Young Starters
19747,Single,150,4,High School Graduate,50 - 64,19.565,20,Young Starters
19752,Married,110,2,Some High School,65 and up,12.07,12.7,Low Value Married No Kids
19755,Married,190,3,College Graduate,50 - 64,21.56,15.7,High Income Families
19755,Married,190,3,College Graduate,50 - 64,21.56,15.7,High Income Families
19755,Married,170,3,High School Graduate,35 - 49,17.035,15,Average Married No Kids
19755,Married,170,3,High School Graduate,35 - 49,17.035,15,Average Married No Kids
19762,Married,155,3,High School Graduate,50 - 64,17.885,16,Average Married No Kids
19764,Married,107,3,Some High School,65 and up,12.315,13.2,Low Value Married No Kids
19771,Married,200,4,College Graduate,50 - 64,22.195,19,High Income Families
19779,Single,210,4,College Graduate,20-34,31.93,21,Young Starters
19786,Single,150,4,High School Graduate,50 - 64,21.41,26,Young Starters
19790,Single,240,5,College Graduate,20-34,36.135,26,Young Starters
19795,Single,119,3,High School Graduate,50 - 64,12.05,20,Young Starters
19799,Single,220,4,College Graduate,20-34,26.935,25.1,Young Starters
19800,Married,106,2,Some High School,65 and up,12.885,11.9,Low Value Married No Kids
19803,Married,135,3,Some High School,35 - 49,15.35,17.1,Low Value Married No Kids
19803,Married,135,3,Some High School,35 - 49,15.35,17.1,Low Value Married No Kids
19803,Married,135,3,Some High School,35 - 49,15.35,17.1,Low Value Married No Kids
19803,Single,146,3,Some High School,50 - 64,20.55,15.3,Low Value Married No Kids
19803,Single,146,3,Some High School,50 - 64,20.55,15.3,Low Value Married No Kids
19803,Single,146,3,Some High School,50 - 64,20.55,15.3,Low Value Married No Kids
19803,Single,205,4,High School Graduate,20-34,26.6,21.1,Young Starters
19803,Single,205,4,High School Graduate,20-34,26.6,21.1,Young Starters
19803,Single,205,4,High School Graduate,20-34,26.6,21.1,Young Starters
19806,Single,210,4,High School Graduate,50 - 64,26,20,Young Starters
19806,Single,210,4,High School Graduate,50 - 64,26,20,Young Starters
19806,Married,92,2,Some High School,65 and up,9.699,11.9,Low Value Married No Kids
19806,Married,92,2,Some High School,65 and up,9.699,11.9,Low Value Married No Kids
19810,Married,140,3,Some High School,35 - 49,11.799,14.5,Low Value Married No Kids
19812,Married,148,3,High School Graduate,35 - 49,14.999,17.2,Average Married No Kids
19816,Married,227,3,High School Graduate,35 - 49,29.465,18.5,Average Married No Kids
19816,Married,227,3,High School Graduate,35 - 49,29.465,18.5,Average Married No Kids
19816,Married,240,4,High School Graduate,50 - 64,42.8,18.4,Average Married No Kids
19816,Married,240,4,High School Graduate,50 - 64,42.8,18.4,Average Married No Kids
19826,Single,190,3,College Graduate,50 - 64,21.62,20,Young Starters
19826,Single,190,3,College Graduate,50 - 64,21.62,20,Young Starters
19826,Single,120,3,High School Graduate,20-34,14.46,19,Young Starters
19826,Single,120,3,High School Graduate,20-34,14.46,19,Young Starters
19829,Single,195,4,College Graduate,20-34,26.895,20.5,Young Starters
19830,Married,210,3,High School Graduate,50 - 64,31.505,18.5,Average Married No Kids
19831,Married,225,4,High School Graduate,50 - 64,37.805,19.8,Average Married No Kids
19833,Married,300,4,College Graduate,50 - 64,46.305,19.8,High Income Families
19842,Married,290,4,College Graduate,50 - 64,54.005,22.5,High Income Families
19842,Married,290,4,College Graduate,50 - 64,54.005,22.5,High Income Families
19842,Single,230,5,College Graduate,20-34,60.105,25.4,Young Starters
19842,Single,230,5,College Graduate,20-34,60.105,25.4,Young Starters
19847,Single,220,4,High School Graduate,50 - 64,34.605,17.2,Young Starters
19858,Married,275,4,College Graduate,50 - 64,39.08,20,High Income Families
19862,Married,215,4,College Graduate,50 - 64,43.33,19,High Income Families
19862,Married,215,4,College Graduate,50 - 64,43.33,19,High Income Families
19862,Single,300,5,Some College,20-34,42.66,30,Young Starters
19862,Single,300,5,Some College,20-34,42.66,30,Young Starters
19869,Married,113,2,Some High School,65 and up,13.987,13.2,Low Value Married No Kids
19869,Married,113,2,Some High School,65 and up,13.987,13.2,Low Value Married No Kids
19869,Married,154,3,High School Graduate,50 - 64,19.047,15.9,Average Married No Kids
19869,Married,154,3,High School Graduate,50 - 64,19.047,15.9,Average Married No Kids
19870,Married,145,3,High School Graduate,35 - 49,17.357,16.3,Average Married No Kids
19882,Married,210,3,High School Graduate,50 - 64,24.997,19,Average Married No Kids
19882,Married,210,3,High School Graduate,50 - 64,24.997,19,Average Married No Kids
19882,Married,161,3,High School Graduate,50 - 64,25.45,19.8,Average Married No Kids
19882,Married,161,3,High School Graduate,50 - 64,25.45,19.8,Average Married No Kids
19883,Single,200,5,High School Graduate,20-34,31.807,24.3,Young Starters
19884,Single,173,4,High School Graduate,50 - 64,22.527,19.5,Young Starters
19888,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
19888,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
19888,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
19888,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
19891,Married,153,3,High School Graduate,50 - 64,19.035,16,Average Married No Kids
19893,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
19895,Single,210,4,College Graduate,20-34,27.56,21,Young Starters
19896,Single,170,4,High School Graduate,50 - 64,22.51,20,Young Starters
19896,Single,170,4,High School Graduate,50 - 64,22.51,20,Young Starters
19896,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
19896,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
19903,Married,221,4,High School Graduate,35 - 49,49.9,21.1,Average Married No Kids
19906,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
19907,Married,302,4,College Graduate,50 - 64,82.6,21.1,High Income Families
19915,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
19915,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
19915,Married,185,3,Some High School,35 - 49,41,14,Low Value Married No Kids
19915,Married,185,3,Some High School,35 - 49,41,14,Low Value Married No Kids
19916,Married,215,3,High School Graduate,35 - 49,41.6,16.4,Average Married No Kids
19916,Married,215,3,High School Graduate,35 - 49,41.6,16.4,Average Married No Kids
19916,Married,302,4,College Graduate,50 - 64,85.5,23.2,High Income Families
19916,Married,302,4,College Graduate,50 - 64,85.5,23.2,High Income Families
19919,Married,126,3,Some High School,65 and up,13.499,13.2,Low Value Married No Kids
19919,Married,126,3,Some High School,65 and up,13.499,13.2,Low Value Married No Kids
19919,Single,215,4,High School Graduate,50 - 64,35.3,19,Young Starters
19919,Single,215,4,High School Graduate,50 - 64,35.3,19,Young Starters
19924,Married,155,3,High School Graduate,35 - 49,20.39,15.9,Average Married No Kids
19924,Married,155,3,High School Graduate,35 - 49,20.39,15.9,Average Married No Kids
19924,Married,222,3,High School Graduate,35 - 49,26.249,18.5,Average Married No Kids
19924,Married,222,3,High School Graduate,35 - 49,26.249,18.5,Average Married No Kids
19938,Single,170,4,High School Graduate,50 - 64,26.399,20,Young Starters
19939,Single,170,4,High School Graduate,20-34,29.299,21,Young Starters
19940,Single,170,4,High School Graduate,20-34,22.799,19.4,Young Starters
19940,Single,170,4,High School Graduate,20-34,22.799,19.4,Young Starters
19940,Single,170,3,High School Graduate,20-34,17.89,19.4,Young Starters
19940,Single,170,3,High School Graduate,20-34,17.89,19.4,Young Starters
19948,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
19948,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
19948,Married,215,3,High School Graduate,,24.15,18,
19948,Married,215,3,High School Graduate,,24.15,18,
19960,Married,150,3,High School Graduate,35 - 49,18.27,15,Average Married No Kids
19964,Married,250,4,College Graduate,50 - 64,36.229,18.5,High Income Families
19965,Single,190,4,College Graduate,20-34,31.598,17.5,Young Starters
19970,Single,185,4,High School Graduate,50 - 64,25.345,25,Young Starters
19971,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
19974,Married,132,3,Some High School,35 - 49,16.08,16,Low Value Married No Kids
19985,Single,150,4,High School Graduate,50 - 64,18.85,20,Young Starters
19985,Single,150,4,High School Graduate,50 - 64,18.85,20,Young Starters
19985,Married,253,3,High School Graduate,50 - 64,43,12,Average Married No Kids
19985,Married,253,3,High School Graduate,50 - 64,43,12,Average Married No Kids
19986,Married,150,3,High School Graduate,35 - 49,21.61,15,Average Married No Kids
19986,Married,150,3,High School Graduate,35 - 49,21.61,15,Average Married No Kids
19986,Married,175,3,High School Graduate,35 - 49,19.72,15.2,Average Married No Kids
19986,Married,175,3,High School Graduate,35 - 49,19.72,15.2,Average Married No Kids
19989,Married,200,3,College Graduate,35 - 49,25.31,16.8,Low Value Married No Kids
20004,Married,195,3,College Graduate,35 - 49,21.665,18,Low Value Married No Kids
20011,Married,205,4,College Graduate,50 - 64,23.755,17.5,High Income Families
20011,Married,205,4,College Graduate,50 - 64,23.755,17.5,High Income Families
20011,Single,185,4,High School Graduate,50 - 64,25.635,25,Young Starters
20011,Single,185,4,High School Graduate,50 - 64,25.635,25,Young Starters
20020,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
20020,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
20020,Married,300,3,High School Graduate,50 - 64,71.02,17,High Income Families
20020,Married,300,3,High School Graduate,50 - 64,71.02,17,High Income Families
20022,Married,300,3,High School Graduate,50 - 64,74.97,17,High Income Families
20022,Married,300,3,High School Graduate,50 - 64,74.97,17,High Income Families
20022,Married,170,3,Some High School,50 - 64,33.12,18.5,Low Value Married No Kids
20022,Married,170,3,Some High School,50 - 64,33.12,18.5,Low Value Married No Kids
20024,Married,185,3,Some High School,50 - 64,26.1,16.9,Low Value Married No Kids
20024,Married,185,3,Some High School,50 - 64,26.1,16.9,Low Value Married No Kids
20024,Married,100,2,Some High School,65 and up,10.685,12.1,Low Value Married No Kids
20024,Married,100,2,Some High School,65 and up,10.685,12.1,Low Value Married No Kids
20032,Married,100,2,Some High School,65 and up,12.535,12.1,Low Value Married No Kids
20035,Married,124,2,Some High School,65 and up,14.29,12.1,Low Value Married No Kids
20036,Married,137,3,Some High School,35 - 49,15.01,13.1,Low Value Married No Kids
20036,Married,137,3,Some High School,35 - 49,15.01,13.1,Low Value Married No Kids
